address,code,description,floor,latitude,longitude,photos,price_local,price_usa,views_day,views_week,zones,Агентство,Балкон,Бытовая техника,Год постройки,Дата обновления,Дополнительно,Мебель,Метро,Планировка,Плита,Полы,Примечания,Район города,Ремонт,Сан/узел,Соседи по квартире,Телефон,Тип дома,rooms,total_area,living_area,kitchen_area,floors,plan_proc,panel_type,photos_proc,Ближайшее метро,До метро,До центра
"Минск, Ложинская ул., 5",1168006,"Сдается 2-х комн. квартира с дизайнерским евроремонтом по ул. Ложинская 5. Пешком 2 минуты до метро ""Уручье"". Квартира полностью укомплектована всей мебелью (двуспальная кровать, угловой диван,2 шкафа-купе, журнальный столик, корпусная мебель) и бытовой техникой (TV, посудомоечная машина, стиральная машина, холодильник, духовой шкаф, варочная поверхность, вытяжка, бойлер): 2 отдельные комнаты, кухня со встроенной бытовой техникой, с/у раздельный. Квартира готова для заселения и комфортного проживания",5,53.946843,27.68808,14.0,891,450,12,106,Уручье,1,0,"посудомоечная машина, холодильник, стиральная машина",2012.0,2017-12-21,,1,Уручье (Московская линия).,улучшенный проект,1,ламинат,,Первомайский район,1,1,нет,1,монолитный,2,63.0,47.0,10.0,25,1.0,0,14.0,Уручча,163.0454622071212,9671.254584931183
"Минск, Кошевого ул., 25",1208177,,3,53.883,27.6039,14.0,891,450,17,97,Тракторный Завод,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть",1963.0,2017-12-07,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом зеленая зона",1,Тракторный завод (Заводская линия).,хрущевка,0,ламинат,"Только долгосрочная аренда! Двухкомнатная светлая квартира с современным ремонтом. Есть стиральная машина, два телевизора , духовой шкаф с свч, пылесос, двухспальная кровать, чайник, гладильная доска.Застекленный балкон. Интернет - оптоволокно. Небольшие коммунальные платежи. Рядом парк, перед домом большая парковка (двор после реконструкции). Собственник.",Партизанский район,1,1,нет,1,панельный,2,42.0,35.0,10.0,5,0.0,1,14.0,Трактарны завод,1038.736609000625,3533.5771946723935
"Минск, Ульяновская ул., 41",1198491,"Сдается прекрасная 2-ух комнатная квартира в самом центре Минска по адресу ул. Ульяновская  41. Квартира полностью укомплектована всей необходимой мебелью и техникой, в том числе  есть бойлер. https://www.instagram.com/kv_minsk/",3,53.8909,27.5543,10.0,891,450,12,88,Вокзал,1,0,,2003.5714285714287,2017-12-21,,1,Площадь Ленина (Московская линия).,Пропуск,1,ламинат,,Октябрьский район,1,1,нет,1,Пропуск,2,49.0,30.0,6.0,5,1.0,0,10.0,Плошча Леніна,451.2693525463597,1374.2908618672861
"Минск, Свердлова ул., 22",971462,"Сдаётся 2-комнатная квартира в самом Центре Минска ! Ул. Свердлова 22. Квартира полностью укомплектована мебелью и бытовой техникой необходимой для проживания. Дом сталинка, с высокими потолками! ",4,53.8936,27.5535,13.0,891,450,13,84,Вокзал,1,0,,2003.5714285714287,2017-12-20,,1,Площадь Ленина (Московская линия).,Пропуск,1,ламинат,,Октябрьский район,1,1,нет,1,Пропуск,2,62.0,34.0,9.0,5,1.0,0,13.0,Плошча Леніна,389.1926985120365,1120.556566255238
"Минск, Могилевская ул., 14",1025632,"Сдается 2-х комнатная квартира на длительный срок  с хорошим ремонтом по ул. Могилёвская 14.Станции метро «Институт культуры» в шаговой доступности. Комнаты изолированные, отдельная кухня, раздельный санузел. Квартира полностью оборудована всем необходимым для комфортного проживания. В квартире имеется кондиционер, стиральная машина, телевизор. Удобное месторасположение. Рядом с домом магазины, аптека.",12,53.8845,27.5442,12.0,891,450,12,96,"Аэродромная, Могилевская, Воронянского",1,0,"кондиционер, телевизор, стиральная машина",2003.0,2017-12-20,рядом магазин,1,Институт культуры (Московская линия).,Пропуск,1,ламинат,,Октябрьский район,1,1,нет,1,Пропуск,2,74.0,37.0,13.0,17,1.0,0,12.0,Інстытут Культуры,277.22999452390076,2302.7768114566006
"Минск, Аэродромная ул., 34",1201031,"Сдаётся новая, меблированная двухкомнатная квартира по адресу ул Аэродромная, д.34, площадью 57,3 кв. м. Расположена на 18-м этаже 19-этажного дома, 2014 года постройки. В квартире сделан экологичный евроремонт, входная дверь металлическая. Есть все коммуникации: телевидение, интернет, телефон. Новая кухня с холодильником и варочной панелью, стиральная машина, два встроенных шкафа. Вся необходимая мебель и техника установлены: диван-кровать, стенка, smartTV, комод, журнальный столик, обеденный стол со стульями, кровать, компьютерный стол, шкаф.Все новое,плюс коммунальные, подписывается договор аренды, берется залог. Подробности по телефону, без домашних животных. https://www.instagram.com/kv_minsk/",18,53.8709,27.5574,9.0,891,450,12,80,"Аэродромная, Могилевская, Воронянского",1,0,"интернет, холодильник, компьютер, стиральная машина",2014.0,2017-12-21,,1,нет,новостройка,1,ламинат,,Октябрьский район,1,1,нет,1,панельный,2,57.0,31.0,9.0,19,1.0,1,9.0,Інстытут Культуры,1997.5873248120495,3526.949031081174
"Минск, Дзержинского просп., 127",1171540,,3,53.8464,27.4748,11.0,891,450,12,94,Брилевичи,0,1,"холодильник, свч-печь, стиральная машина, телевизор",2016.0,2017-10-05,"домофон, стеклопакеты, парковка, окна во двор, детская площадка, рядом гипермаркет, рядом зеленая зона",1,"Малиновка, до метро 5 мин. пешком (Московская линия).",новостройка,1,ламинат,Квартира только после ремонта! Абсолютно все новое. Никто не жил! Сдается собственником.,Московский район,1,1,нет,0,монолитный,2,55.0,15.0,10.0,12,1.0,0,11.0,Малінаўка,391.9097325496217,8455.019499222113
"Минск, Дзержинского просп., 22",1057403,"Сдается двухкомнатная квартира по адресу: проспект Дзержинского, дом 22 (до станции метро ""Грушевка"" - три минуты пешком). Развита инфраструктура! Квартира укомплектована мебелью и техникой! Все абсолютно новое!!! По всем вопросам звоните по указанному в объявлении номеру. Квартира готова к проживанию. Первое заселение!!!",4,53.889216,27.519637,16.0,891,450,15,91,"Уманская, Железнодорожная, Грушевская",1,0,,2015.0,2017-12-20,,1,Грушевка (Московская линия).,новостройка,1,ламинат,,Московский район,1,1,нет,1,кирпичный,2,61.0,32.0,11.0,21,1.0,0,16.0,Грушаўка,417.84881128315976,3122.767469075702
"Минск, Дзержинского просп., 115",947804,"Сдаётся 2-ух комнатная квартира по пр-т Дзержинского 115 ст. метро Петровщина/Малиновка . Новый дом, сделан свежий ремонт, первое заселение. Входная дверь металлическая, на полу ламинат и современная плитка, окна стеклопакеты . В спальной комнате будет новая 2-ух спальная кровать, в зале угловой диван на 2 персоны. Ванная комната в современной плитке, стиральная машина. Встроенная кухня, варочная панель,духовой шкаф, вытяжка,холодильник, СВЧ, электро-чайник. Остекленная лоджия.",10,53.855654,27.478638,8.0,891,450,12,96,"Уманская, Железнодорожная, Грушевская",1,0,"свч-печь, холодильник, стиральная машина",2014.0,2017-12-20,стеклопакеты,1,Малиновка (Московская линия).,Пропуск,1,ламинат,,Московский район,1,1,нет,1,Пропуск,2,64.0,45.0,10.0,22,1.0,0,8.0,Малінаўка,685.9139193905991,7540.903586453571
"Минск, Семенова ул., 15",1193486,"Сдаётся от собственника, без комиссии. Сдается уютная 2-х комнатная квартира по улице Семёнова 15. Все комнаты раздельные, кухня отдельно, 2 санузла. В квартире есть все необходимое для комфортной жизни: кровать, диван, шкаф, стиральная и посудомоечная машины, телевизор в гостиной. Закрытая стоянка для автомобилей жителей дома. Вся необходимая инфраструктура возле дома: гипермаркет ""Евроопт"", магазин ""Рублевский"" и многое других точек услуг. Удобное транспортное сообщение – автобусы, троллейбусы, маршрутки, 10 минут до станции метро ""Площадь Ленина"". Сдаётся на длительный срок!Подготовкой и размещением рекламных материалов занималась компания REALEST.",11,53.871,27.5671,22.0,891,450,14,83,Маяковского,0,1,"посудомоечная машина, телевизор, стиральная машина",2002.0,2017-12-05,"рядом магазин, рядом гипермаркет",1,нет,новостройка,1,,"Сдаётся от собственника, без комиссии. Сдается уютная 2-х комнатная квартира по улице Семёнова 15. Все комнаты раздельные, кухня отдельно, 2 санузла. В квартире есть все необходимое для комфортной жизни: кровать, диван, шкаф, стиральная и посудомоечная машины, телевизор в гостиной. Закрытая стоянка для автомобилей жителей дома. Вся необходимая инфраструктура возле дома: гипермаркет `Евроопт`, магазин `Рублевский` и многое других точек услуг. Удобное транспортное сообщение – автобусы, троллейбусы, маршрутки, 10 минут до станции метро `Площадь Ленина`. Сдаётся на длительный срок!Подготовкой и размещением рекламных материалов занималась компания REALEST.",Ленинский район,1,1,нет,1,каркасно-блочный,2,85.0,60.0,10.0,12,1.0,0,22.0,Інстытут Культуры,2400.2410583429555,3525.0120833383835
"Минск, Семенова ул., 15",1206975,,5,53.871,27.5671,8.0,891,450,12,79,Маяковского,0,0,,2002.0,2017-12-06,,0,нет,новостройка,1,,"Сдается шикарная новая 2-х комнатная квартира на длительный срок аккуратным и порядочным жильцам, которые будут бережно относится к имуществу в квартире !!!!!!! по адресу Семёнова, 15",Ленинский район,1,1,нет,0,каркасно-блочный,2,60.0,50.0,10.0,12,1.0,0,8.0,Інстытут Культуры,2400.2410583429555,3525.0120833383835
"Минск, Маркса ул., 6",1213554,,4,53.8957,27.5532,4.0,891,450,13,100,"Маркса, Кирова",0,2,"холодильник, свч-печь, мелкая бытовая техника, стиральная машина, DVD-проигрыватель, интернет",1950.0,2017-12-16,"домофон, встроенные шкафы, хороший вид из окна",1,Площадь Ленина (Московская линия).,сталинка,0,деревянные,,Ленинский район,0,1,нет,0,кирпичный,2,52.0,33.0,6.0,5,1.0,0,4.0,Плошча Леніна,503.8052677142416,931.9211491721389
"Минск, Горовца ул., 11",1002606,"Сдается двухкомнатная квартира по адресу: г. Минск, ул. Горовца д.22 Домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, рядом магазин, рядом зеленая зонаДвор.территория аккуратная с ежедневной уборкой, подъезд чистый.Перед домом спортивный стадион. В 5 мин. пешком аптека,банк,почта.Есть печь свч, чайник, электроплита с духовым шкафом, стиральная машина, телевизор, 2 дивана, полностью укомплектована мебелью.Ранее не сдавалась !!Залог в размере месячной платы !!",9,53.871159,27.608885,11.0,891,450,16,91,Серебрянка,1,1,"телевизор, свч-печь, стиральная машина",2001.0,2017-12-20,"металлическая дверь, рядом зеленая зона, лифт, парковка, рядом магазин, стеклопакеты, встроенные шкафы, хороший вид из окна, домофон",1,Партизанская (Заводская линия).,новостройка,1,ламинат,,Ленинский район,1,1,нет,1,монолитный,2,51.0,28.0,9.0,10,1.0,0,11.0,Партызанская,1434.1415618737994,4677.712691628044
"Минск, Захарова ул., 61",1216708,,5,53.8985,27.5867,6.0,885,447,20,94,"Захарова, Пулихова",0,2,"холодильник, посуда, мелкая бытовая техника, музыкальный центр",1971.0,2017-12-25,"металлическая дверь, лифт, рядом супермаркет",1,Пролетарская (Заводская линия).,улучшенный проект,0,деревянные,Сдается на длительный срок семье уютная 2-комнатная квартира с хорошим свежим ремонтом (только закончен). Новая сантехника. Деревянные и ламинированные полы. Натяжные потолки. Жележная дверь. Бытовая техника. Две остановки от площади Победы. Недалеко от Посольства Литвы. Поблизости открывается новый гипермаркет `Виталюр`. Хорошее транспортное сообщение.,Партизанский район,0,1,нет,1,кирпичный,2,50.0,32.0,8.0,9,1.0,0,6.0,Пралетарская,950.2180657648441,1716.3263707075341
"Минск, Платонова ул., 33",1207930,,12,53.9103,27.5925,4.0,792,400,12,121,"Гикало,Золотая Горка",0,1,"холодильник, посуда, свч-печь, стиральная машина, телевизор, высокоскоростной интернет",1993.8,2017-12-14,"домофон, видеодомофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона, элитная квартира",1,Площадь Якуба Коласа (Московская линия).,Пропуск,1,паркет,"Сдаю 2-х комнатную квартиру возле метро площадь Якуба Коласа (тихий центр. Металлическая дверь, лифт, встроенные шкафы, стеклопакеты, паркет, парковка, благоустроенный двор, детская площадка . Холодильник, свч-печь, стиральная машина, вытяжка, ванна, телевизор, высокоскоростной интернет. Новая квартира. Только после ремонта.",Советский район,1,1,нет,1,Пропуск,2,70.0,50.0,10.0,16,1.0,0,4.0,Плошча Якуба Коласа,830.4918363364618,2215.9873104073386
"Минск, Некрасова ул., 17",1186032,,4,53.9333,27.5869,9.0,792,400,12,71,"Я.Коласа-Рига, Некрасова, Восточная",0,1,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор, интернет, кондиционер",1982.0,2017-10-30,"домофон, сигнализация, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, детская площадка, рядом магазин, рядом супермаркет, рядом спортивный центр, рядом зеленая зона",1,"Академия наук, до метро 15 мин. транспортом (Московская линия).",улучшенный проект,1,паркет,"С отделкой! Улучшенная планировка: кухня совмещена с гостиной, из спальни выход на лоджию, расширена ванная комната, отдельная ниша для стиральной машины с отдельной розеткой и выведены все трубы, отдельно стоящий умывальник с отдельной розеткой. Выровнены потолки и стены. Навесной потолок в гостиной. Итальянская плитка: ванная/туалет, коридор, кухня. Ламинат – спальная/гостиная. Стеклопакеты – кухня/гостиная/спальная/лоджия, с встроенной системой вентиляции и микропроветривания. Роль-шторы на кухне, жалюзи - на лоджии и в ванной на хозотсеке. На лоджии отдельные светильники. Двери массив. Входная дверь металлическая 2 замка. Шкафы купе. Встроенная кухня с электроплитой. Холодильник. В гостиной и спальне розетки с выходом для TВ. Безлимитный интернет. Кондиционер с 4-мя режимами. Полы с подогревом в ванной, коридоре, кухне. Сигнализация по желанию.",Советский район,1,1,нет,1,панельный,2,50.0,29.0,8.0,9,1.0,1,9.0,Акадэмія навук,1522.1708784663435,3813.743654618345
"Минск, Бурдейного ул., 20",1162552,"Сдаётся отличная 2-ух комнатная квартира по ул. Бурдейного 20 в пешой доступности до метро ""Кунцевщина"" . Новый дом, консьержка. В квартире сделан ремонт : входная дверь металлическая , на полу современная плитка и ламинат, окна стеклопакеты. Спальная комната : новая двухместная кровать, 2-ух створчатый шкаф, прикроватные тумбочки. В зале большой угловой диван, журнальный столик, ЖК-телевизор.тарелка. Ванная комната и сан.узел в современной плитке, стиральная машина, умывальник, зеркало. Встроенная кухня , варочная панель, холодильник, СВЧ, электрочайник. Остекленная лоджия. Рядом Заходний рынок.По договоренности собственник предоставит необходимые предметы обихода ",10,53.9052,27.4444,8.0,792,400,13,84,"Запад, Красный Бор",1,0,"телевизор, свч-печь, холодильник, стиральная машина",2010.0,2017-12-20,"стеклопакеты, консьержка, рядом рынок",1,Каменная горка (Заводская линия).,новостройка,1,ламинат,,Фрунзенский район,1,1,нет,1,блок-комнаты,2,57.0,32.0,10.0,16,1.0,0,8.0,Каменная Горка,589.9024343077357,7701.2411216496885
"Минск, Платонова ул., 33",1152260,,11,53.9103,27.5925,13.0,792,400,12,81,"Гикало,Золотая Горка",0,1,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор, высокоскоростной интернет",2014.0,2017-12-22,"металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,Площадь Якуба Коласа (Московская линия).,улучшенный проект,1,ламинат,,Советский район,1,1,нет,1,монолитный,2,63.0,33.0,9.0,14,1.0,0,13.0,Плошча Якуба Коласа,830.4918363364618,2215.9873104073386
"Минск, Куйбышева ул., 67/2",1170259,,3,53.922777,27.573392,1.0,792,400,16,93,"Богдановича, Куйбышева, Веры Хоружей",0,1,"посудомоечная машина, душевая кабина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть",1967.0,2017-10-03,"домофон, металлическая дверь, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, рядом магазин, рядом рынок, рядом спортивный центр, рядом зеленая зона",0,"Площадь Якуба Коласа, до метро 7 мин. пешком (Московская линия).",брежневка,0,паркет,,Советский район,1,1,нет,1,кирпичный,2,51.0,33.0,10.0,5,0.0,0,1.0,Плошча Якуба Коласа,1041.6555095259603,2389.190611178398
"Минск, Заславская ул., 25",1203054,,3,53.9087,27.5355,9.0,871,440,12,119,"Победителей, Заславская",0,1,"холодильник, посуда, свч-печь, стиральная машина, телевизор, высокоскоростной интернет, компьютерная сеть",1984.0,2017-11-30,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом гипермаркет, рядом зеленая зона",1,Фрунзенская (Заводская линия).,чешский проект,1,ламинат,"Шикарная квартира по доступной цене...!!! Очень уютная, светлая, тёплая, тихий двор, всегда есть места для парковки автомобиля, до метро 10 минут пешком. Сдается через АН. Возможен торг.",Центральный район,1,1,нет,1,панельный,2,51.0,31.0,9.0,12,0.0,1,9.0,Фрунзенская,449.5600907696798,1841.9127762108305
"Минск, Коласа ул., 53/2",1210146,,3,53.9322,27.5986,20.0,792,400,14,90,"Я.Коласа-Рига, Некрасова, Восточная",0,1,"холодильник, свч-печь, стиральная машина, душевая кабина, телевизор",1960.0,2017-12-11,"сигнализация, металлическая дверь, встроенные шкафы, стеклопакеты, окна во двор, детская площадка, рядом зеленая зона",1,Академия наук (Московская линия).,хрущевка,0,ламинат,По договору.,Советский район,0,1,нет,1,Пропуск,2,40.0,28.0,5.0,4,0.0,0,20.0,Акадэмія навук,1162.8042827518034,4108.41104528335
"Минск, Коласа пер., 4",935610,"Сдается 2-х комн. квартира с евроремонтом по переулок Коласа 4, до метро ""Площадь Якуба Коласа"" 5 минут,  в нескольких минутах ходьбы от Комаровского рынка.  Квартира полностью укомплектована, имеется вся необходимая для комфортного проживания мебель (двухспальная кровать, современный диван,  2 шкафа-купе, корпусная мебель) и бытовая техника (холодильник, СВЧ, стиральная машина, эл. чайник). Стеклопакеты, современный кафель в с/у, новая сантехника, трубы и проводка, пол - паркет. Просторная квартира, отличный метраж. Зеленая зона.  Магазины, рынок, сады, школы в шаговой доступности. Готова к заселению и комфортному проживанию.",1,53.922475,27.587325,9.0,792,400,13,104,"Богдановича, Куйбышева, Веры Хоружей",1,0,"свч-печь, холодильник, стиральная машина",1965.0,2017-12-20,"рядом магазин, стеклопакеты, рядом рынок",1,Академия наук (Московская линия).,брежневка,1,ламинат,,Советский район,1,1,нет,1,кирпичный,2,47.0,29.0,7.0,5,0.0,0,9.0,Плошча Якуба Коласа,768.9680630860217,2798.066094042187
"Минск, Восточная ул., 133",1099130,"Сдается просторная 2-комнатная квартира с евроремонтом  в новом, кирпичном по ул. Восточная, 133 (ст.м. ""Кунцевщина"" и ""Каменная Горка""). Дом с огороженной территорией, под видеонаблюдением. Ремонт выполнен из качественных, экологически чистых материалов,  современная мебель, импортная техника проверенных брендов – делали для себя. Квартира просторная (кухня со встроенной бытовой техникой, просторные комнаты, с/у раздельный, лоджия с освещением застекленная) полностью укомплектована мебелью и бытовой техникой (электро-варочная поверхность, вытяжка, холодильник, СВЧ, TV,  стиральная машина, пылесос). Готова для заселения и комфортного проживания.",9,53.9413,27.598,9.0,792,400,14,81,"Я.Коласа-Рига, Некрасова, Восточная",1,0,"телевизор, свч-печь, холодильник, стиральная машина",2002.0,2017-12-21,,1,нет,Пропуск,1,ламинат,,Советский район,1,1,нет,1,Пропуск,2,68.0,40.0,12.0,13,1.0,0,9.0,Парк Чалюскінцаў,2161.8335237088263,4940.680016804841
"Минск, Восточная ул., 107",1092571,"Сдается двухкомнатная квартира по адресу: ул. Восточная, дом 107. В квартире есть: холодильник, стиральная машина, телевизор (2 шт.), электроплита, спальный гарнитур, встроенный шкаф, диван (2 шт.), комплект кухонной мебели. Квартира готова к заселению!",16,53.936142,27.595662,6.0,792,400,16,99,"Я.Коласа-Рига, Некрасова, Восточная",1,0,"телевизор, холодильник, стиральная машина",2014.0,2017-12-21,,1,Академия наук (Московская линия).,Пропуск,1,ламинат,,Советский район,1,1,нет,1,Пропуск,2,73.0,38.0,14.0,20,1.0,0,6.0,Акадэмія навук,1618.6786243753172,4366.6832390007585
"Минск, Восточная ул., 54",1007874,"Замечательная светлая и аккуратная квартира с евроремонтом ждет своих жильцов! Двухкомнатная, просторная квартира со всей необходимой мебелью для уютного проживания.готова к заселению аккуратных и порядочных людей !в квартиреустановлен кондицеонер!стоят новые ЖК телевизоры!так же высокоскоростной интернет и ТВ трансляция ",2,53.937605,27.597898,4.0,792,400,13,84,"Я.Коласа-Рига, Некрасова, Восточная",1,1,"интернет, телевизор",2000.0,2017-12-20,,1,Академия наук (Московская линия).,стандартный проект,1,ламинат,,Советский район,1,1,нет,1,панельный,2,46.0,28.0,7.0,9,0.0,1,4.0,Акадэмія навук,1765.9267903467205,4582.063389994314
"Минск, Восточная ул., 54",953078,"Актуальное предложение! Сдается просторная  2-х комн. квартира с хорошим ремонтом по ул. Восточная  54. Коммунальные платежи маленькие - в кв-ре прописаны. Только закончили ремонт. Окна: ПВХ, пол: паркет, дверь: железная + установлена сигнализация. Полностью укомплектована мебелью (полноценная спальня, зал,  кухня) и всей крупной и мелкой бытовой техникой (ТВ, стиральная машина, холодильник: есть все, включая чашки, ложки, тарелки, тосте, поттеp, пылесос и т.д. ).Окна во двор:  за окнами - яблоневый сад. Просторная парковка для машин. Дом после капитального ремонта, чистый подъезд и лифт. В шаговой доступности 2 детских сада, элитная гимназия,  парк, сyпеpмаpкет, аптека, банки, офисный центp «Паpyс».  Готова для заселения и комфортного проживания.",2,53.937605,27.597898,6.0,792,400,14,92,"Я.Коласа-Рига, Некрасова, Восточная",1,0,"телевизор, холодильник, стиральная машина",1977.0,2017-12-21,"лифт, парковка, сигнализация",1,Академия наук (Московская линия).,стандартный проект,1,ламинат,,Советский район,1,1,нет,1,панельный,2,46.0,28.0,7.0,9,0.0,1,6.0,Акадэмія навук,1765.9267903467205,4582.063389994314
"Минск, Богдановича ул., 102",1191384,"Сдается 2-х комн. квартира по ул. Богдановича 102 холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, компьютер, интернет, компьютерная сеть ,домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, благоустроенный двор, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом зеленая зона. На длительный срок. Полностью готова к проживанию.",7,53.9277,27.5767,8.0,792,400,13,82,"Богдановича, Куйбышева, Веры Хоружей",1,0,"интернет, телевизор, свч-печь, холодильник, компьютер, стиральная машина",1971.0,2017-12-20,"металлическая дверь, рядом зеленая зона, благоустроенный двор, лифт, парковка, рядом магазин, рядом гипермаркет, стеклопакеты, встроенные шкафы, хороший вид из окна, рядом супермаркет, домофон, рядом рынок, рядом супермаркет",1,Площадь Якуба Коласа (Московская линия).,стандартный проект,1,ламинат,,Советский район,1,1,нет,1,панельный,2,47.0,28.0,7.0,9,0.0,1,8.0,Плошча Якуба Коласа,1405.0117449850036,2978.2065743402577
"Минск, Шафарнянская ул., 3",1149864,"Сдается двухкомнатная квартира по адресу: ул. Шафарнянская, дом 3. Квартира полностью укомплектована мебелью и бытовой техникой. Домофон, металлическая дверь, консьержка, лифт, встроенные шкафы, стеклопакеты, парковка, детская площадка, рядом супермаркет, рядом гипермаркет, рядом зеленая зона, элитная квартира.Квартира с хорошим ремонтом в новом доме после ремонта; две отдельные комнаты, кухня, ванная комната,санузел, кладовая, балкон.Готова к заселению и проживанию!",4,53.950018,27.678563,13.0,792,400,14,123,Уручье,1,0,,2009.0,2017-12-20,"металлическая дверь, рядом зеленая зона, лифт, парковка, детская площадка, рядом гипермаркет, стеклопакеты, встроенные шкафы, консьержка, рядом супермаркет, домофон, рядом супермаркет, VIP-квартира",1,Уручье (Московская линия).,новостройка,1,ламинат,,Первомайский район,1,1,нет,1,кирпичный,2,64.0,30.0,12.0,21,1.0,0,13.0,Уручча,801.251002069863,9334.537649449545
"Минск, Мержинского ул., 8",949321,"Сдаётся 2-ух комнатная квартира ст. метро ""Парк Челюскинцев"" по ул. Мержинского 8 . Входная дверь металлическая, на полу паркетная доска, окна стеклопакеты , шкафы -купе.В зале : 2-ух местный диван, 2 кресла ,стол журнальный, телевизор. В спальне :2-ух местная кровать, шкаф зеркальный, комод ,телевизор,прикроватные тумбочки. Встроенная кухня , холодильник, плита, вытяжка, электрочайник, Ванная комната в современной плитке, стиральная машина.",3,53.926181,27.610322,9.0,792,400,15,91,"Независимости, Кедышко, Волгоградская",1,0,"телевизор, холодильник, стиральная машина",1959.0,2017-12-20,стеклопакеты,1,Парк Челюскинцев (Московская линия).,сталинка,1,ламинат,,Первомайский район,1,1,нет,1,кирпичный,2,56.0,34.0,9.0,4,1.0,0,9.0,Парк Чалюскінцаў,310.68136121576663,4153.268608541263
"Минск, Коласа ул., 48",925293,,4,53.93584,27.604178,10.0,792,400,13,85,"Независимости, Кедышко, Волгоградская",1,0,,2003.5714285714287,2017-12-20,,1,Парк Челюскинцев (Московская линия).,Пропуск,1,ламинат,,Первомайский район,1,1,нет,1,Пропуск,2,42.0,30.0,6.0,5,1.0,0,10.0,Парк Чалюскінцаў,1435.6993558276185,4652.261694199789
"Минск, Городецкая ул., 22",952450,"Сдается 2-х комнатная квартира по адресу Городецкая 22, жилой комплекс «Вивальди». Новый дом. Аккуратная, ухоженная, уютная квартира, в которой имеется все необходимое для проживания. Встроенная кухня, холодильник, стиральная машина, два дивана,телефон.",9,53.948777,27.68296,8.0,792,400,13,86,Уручье,1,0,"холодильник, стиральная машина",2012.0,2017-12-20,,1,Уручье (Московская линия).,новостройка,1,ламинат,,Первомайский район,1,1,нет,1,каркасно-блочный,2,54.0,29.0,12.0,15,1.0,0,8.0,Уручча,497.9465608310374,9498.419508327528
"Минск, Волгоградская ул., 21",1165600,,2,53.933534,27.619171,12.0,792,400,14,88,"Независимости, Кедышко, Волгоградская",0,1,"холодильник, посуда, свч-печь, стиральная машина, душевая кабина, телевизор, домашний кинотеатр, интернет, высокоскоростной интернет, кондиционер",1960.0,2017-12-08,"домофон, сигнализация, металлическая дверь, встроенные шкафы, стеклопакеты, парковка, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом спортивный центр, рядом зеленая зона",1,Московская (Московская линия).,улучшенный проект,0,ламинат,,Первомайский район,1,1,нет,1,каркасно-блочный,2,44.0,31.0,10.0,4,1.0,0,12.0,Маскоўская,848.791064314296,5128.584003919686
"Минск, Долгобродская ул., 6/1",1138750,,4,53.900696,27.602043,7.0,792,400,12,74,"Багратиона, Менделеева, Уральская, Столетова",0,1,"холодильник, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет",1958.0,2017-08-03,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, хороший вид из окна, благоустроенный двор, детская площадка, рядом магазин, рядом спортивный центр, рядом зеленая зона",1,Тракторный завод (Заводская линия).,сталинка,0,паркет,,Партизанский район,1,1,нет,0,кирпичный,2,99.0,30.0,10.0,5,1.0,0,7.0,Трактарны завод,1452.3832108056156,2673.6704214779497
